ex_serial|ex_type|ex_code|ex_body_part|ex_description
7200|CT|ZCRCTH11  |OT|ZCRCTH110^CT Pituitary (incl Head)
6576|CT|ZCRCTH13  |OT|ZCRCTH130^CT IAM (Including Head)
6367|CT|ZCRCTH16  |OT|ZCRCTH160^CT Sinuses
6438|CT|ZCRCTH1601|OT|ZCRCTH161^CT SINUSES (Low Dose)
6499|CT|ZCRCTH1602|OT|ZCRCTH160A^CT Sinuses (Additional Region
6416|CT|ZCRCTH17  |OT|ZCRCTH170^CT Orbits
7671|CT|ZCRCTH1701|OT|ZCRCTH170A^CT Orbits (Additional Region)
7207|CT|ZCRCTH20  |OT|ZCRCTH200^Dental Implants
6408|CT|ZCRCTH53  |OT|ZCRCTH530^CT Petrous/Mastoid
6795|CT|ZCRCTH54  |OT|ZCRCTH540^CT Mandible
7431|CT|ZCRCTI16  |OT|ZCRCTI165^CT Ablation
7451|CT|ZCRCTI1601|OT|ZCRCTI165A^CT Ablation (Additional)
7533|CT|ZCRCTI1602|OT|ZCRCTI166^CT RF Neurotomy - Cervical (Si
7534|CT|ZCRCTI1603|OT|ZCRCTI169^CT RF Neurotomy - Lumbar (Comp
7609|CT|ZCRCTI1604|OT|ZCRCTI168^CT RF Neurotomy - Lumbar (Simp
7849|CT|ZCRCTI1605|OT|ZCRCTI167^CT RF Neurotomy - Cervical (Co
7417|CT|ZCRCTI17  |OT|ZCRCTI170^CT Branch Block
7437|CT|ZCRCTI1701|OT|ZCRCTI170A^CT Branch Block (Additional)
7511|CT|ZCRCTI1702|OT|ZCRCTI172^CT Medial Branch Block (Comple
7518|CT|ZCRCTI1703|OT|ZCRCTI171^CT Medial Branch Block (Simple
8662|CT|ZCRCTI70  |OT|ZCRCTI709^CT Arthrogram pre MRI
9058|CT|ZCRCTI7001|OT|ZCRCTI705^CT Arthrogram - Knee
8504|CT|ZCRCTI71  |OT|ZCRCTI716^CT Therapeutic Inj (non-spine)
8540|CT|ZCRCTI7101|OT|ZCRCTI713^CT Discogram
8621|CT|ZCRCTI7102|OT|ZCRCTI717^CT Therapeutic Inj (spine)
8761|CT|ZCRCTI7103|OT|ZCRCTI712^CT Myelogram
8804|CT|ZCRCTI7104|OT|ZCRCTI716A^CT Therapeutic Inj. (secondar
8846|CT|ZCRCTI7105|OT|ZCRCTI718^CT Percutaneous ICG Injection
8461|CT|ZCRCTI72  |OT|ZCRCTI721^CT Nerve Root Inj T or L Spine
8463|CT|ZCRCTI7201|OT|ZCRCTI720^CT Nerve Root Inj Cervical Spi
8465|CT|ZCRCTI7202|OT|ZCRCTI723^CT Facet Inj T or L Spine
8557|CT|ZCRCTI7203|OT|ZCRCTI722^CT Facet Inj Cervical Spine
8693|CT|ZCRCTI7204|OT|ZCRCTI723A^CT Facet Inj T or L Spine (se
8809|CT|ZCRCTI7205|OT|ZCRCTI722A^CT Facet Inj Cervical Spine (
8812|CT|ZCRCTI7206|OT|ZCRCTI721A^CT Nerve Root Inj T/L Spine (
8607|CT|ZCRCTI74  |OT|ZCRCTI740^CT Ablation
8909|CT|ZCRCTI7401|OT|ZCRCTI744^CT Tumour Ablation (non-spine,
8641|CT|ZCRCTI75  |OT|ZCRCTI755^CT RF Neurotomy - Lumbar (comp
8740|CT|ZCRCTI7501|OT|ZCRCTI754^CT RF Neurotomy - Lumbar
8749|CT|ZCRCTI7502|OT|ZCRCTI758^CT RF Neurotomy - Extra levels
9008|CT|ZCRCTI7503|OT|ZCRCTI750^CT RF Neurotomy - Cervical
8503|CT|ZCRCTI76  |OT|ZCRCTI762^CT Medial Branch Block (comple
8567|CT|ZCRCTI7601|OT|ZCRCTI760^CT Branch Block
8568|CT|ZCRCTI7602|OT|ZCRCTI760A^CT Branch Block (secondary)
8657|CT|ZCRCTI7603|OT|ZCRCTI761^CT Medial Branch Block (simple
8645|CT|ZCRCTI77  |OT|ZCRCTI770^CT Biopsy
8930|CT|ZCRCTI7701|OT|ZCRCTI775^CT FNA
8966|CT|ZCRCTI7702|OT|ZCRCTI771^CT Bone Biopsy
6360|CT|ZCRCTL11  |OT|ZCRCTL110^CT Hips
6822|CT|ZCRCTL1101|OT|ZCRCTL110A^CT Hips (Additional Region)
6381|CT|ZCRCTL12  |OT|ZCRCTL120^CT Thigh
6552|CT|ZCRCTL1201|OT|ZCRCTL120A^CT Thigh (Additional Region)
6357|CT|ZCRCTL13  |OT|ZCRCTL130^CT Knee
6516|CT|ZCRCTL1301|OT|ZCRCTL130A^CT Knee (Additional Region)
6370|CT|ZCRCTL14  |OT|ZCRCTL145^CT Ankle
6378|CT|ZCRCTL1401|OT|ZCRCTL140^CT Lower Leg
6430|CT|ZCRCTL1402|OT|ZCRCTL140A^CT Lower Leg (Additional Regi
6508|CT|ZCRCTL1403|OT|ZCRCTL145A^CT Ankle (Additional Region)
6354|CT|ZCRCTL16  |OT|ZCRCTL160^CT Foot
6441|CT|ZCRCTL1601|OT|ZCRCTL160A^CT Foot (Additional Region)
6425|CT|ZCRCTL50  |OT|ZCRCTL500^Extremity Measurements
7129|CT|ZCRCTL5001|OT|ZCRCTL501^CT LEG LENGTHS
7445|CT|ZCRCTL51  |OT|ZCRCTL510^CT Extremity Measurements
7453|CT|ZCRCTL5101|OT|ZCRCTL510A^CT Extremity Measurements (Ad
8482|CT|ZCRCTL5102|OT|ZCRCTL512^CT Knee - Prosthetic Planning
8832|CT|ZCRCTL52  |OT|ZCRCTL520^CT Tibia/Fibula
8496|CT|ZCRCTL53  |OT|ZCRCTL530^CT Ankle
8491|CT|ZCRCTL54  |OT|ZCRCTL540^CT Foot or Toe
8924|CT|ZCRCTL5401|OT|ZCRCTL540A^CT Foot or Toe (secondary)
8770|CT|ZCRCTL55  |OT|ZCRCTL550^CT Leg Lengths
8860|CT|ZCRCTL5501|OT|ZCRCTL555^CT Extremity Measurements
8802|CT|ZCRCTL56  |OT|ZCRCTL560^CT Rotational Profiles
7415|CT|ZCRCTM10  |OT|ZCRCTM100^CT Head, Neck, Chest, Abdo and
6525|CT|ZCRCTM11  |OT|ZCRCTM110^CT Head/Chest/Abdomen/Pelvis
6414|CT|ZCRCTM12  |OT|ZCRCTM120^CT Neck/Chest/Abdomen/Pelvis
6353|CT|ZCRCTM13  |OT|ZCRCTM130^CT Chest Abdo/Pelvis (Complex)
6392|CT|ZCRCTM1301|OT|ZCRCTM135^CT Neck and Chest
7413|CT|ZCRCTM14  |OT|ZCRCTM140^CT Chest and Upper Abdomen
6551|CT|ZCRCTM15  |OT|ZCRCTM150^CT Chest / abdomen
6459|CT|ZCRCTM30  |OT|ZCRCTM300^CT Whole Body
7017|CT|ZCRCTM60  |OT|ZCRCTM600^CT Pelvis, Knees and Ankles
8501|CT|ZCRCTM80  |OT|ZCRCTM806^CT Neck/Chest/Abdo/Pelvis
8652|CT|ZCRCTM8001|OT|ZCRCTM802^CT Head/Neck/Chest/Abdo/Pelvis
8671|CT|ZCRCTM8002|OT|ZCRCTM805^CT Neck/Chest
8795|CT|ZCRCTM8003|OT|ZCRCTM800^CT Head/Chest/Abdo/Pelvis
8479|CT|ZCRCTM81  |OT|ZCRCTM811^CT Chest/Abdo/Pelvis
9034|CT|ZCRCTM8101|OT|ZCRCTM810^CT Chest/Upper Abdomen
8914|CT|ZCRCTM82  |OT|ZCRCTM827^CT Pelvis/Knees/Ankles - CORIN
8682|CT|ZCRCTM83  |OT|ZCRCTM830^CT Skeletal Survey / Whole Bod
8619|CT|ZCRCTN05  |OT|ZCRCTN050^CT Neck
9075|CT|ZCRCTN0501|OT|ZCRCTN055^CT Salivary Glands
8808|CT|ZCRCTN06  |OT|ZCRCTN060^CT Parathyroid
6361|CT|ZCRCTN10  |OT|ZCRCTN100^CT Neck
7777|CT|ZCRCTN1001|OT|ZCRCTN100A^CT Neck (Additional Region)
7205|CT|ZCRCTN11  |OT|ZCRCTN110^CT Thyroid
6350|CT|ZCRCTN12  |OT|ZCRCTN121^CT C+ Neck/Salivary Gland
6382|CT|ZCRCTN1201|OT|ZCRCTN120^CT C-Neck/Salivary Gland
6466|CT|ZCRCTN1202|OT|ZCRCTN121A^CT C+ Neck/Salivary Gland (Ad
6578|CT|ZCRCTN1203|OT|ZCRCTN120A^CT C-Neck/Salivary Gland (Add
6461|CT|ZCRCTR00  |OT|ZCRCTR002^SPARTA Study - CT Chest
6472|CT|ZCRCTR0001|OT|ZCRCTR004^MK3475-054 - CT Chest/Abdo/Pel
6486|CT|ZCRCTR0002|OT|ZCRCTR003^QCT
6501|CT|ZCRCTR0003|OT|ZCRCTR005^ARX788 - CT Chest, Abdo, Pelvi
6506|CT|ZCRCTR0004|OT|ZCRCTR008^EMR100070-005 Javelin-CT Chest
6546|CT|ZCRCTR0005|OT|ZCRCTR006^MK3475-119 - CT Chest, Abdo,Pe
6677|CT|ZCRCTR0006|OT|ZCRCTR009^Javelin RCC Study - CT Chest,A
8350|CT|ZCRCTR0007|OT|ZCRCTR001^JVDB Gastric Study -CT Chest/A
6532|CT|ZCRCTR01  |OT|ZCRCTR011^CT ANGIO LIVER - COMPLEMENT ST
6538|CT|ZCRCTR0101|OT|ZCRCTR012^CT N/C/A/P - CC-5013-DLC-002 R
6571|CT|ZCRCTR0102|OT|ZCRCTR013^CT Head Additional
6577|CT|ZCRCTR0103|OT|ZCRCTR015^CT Chest/Abdo/Pelvis - Harmony
6729|CT|ZCRCTR0104|OT|ZCRCTR018^CT Neck/Chest/Abdo/Pelvis-ACE-
6746|CT|ZCRCTR0105|OT|ZCRCTR017^CT Chest and Abdomen - BR.31 S
6781|CT|ZCRCTR0106|OT|ZCRCTR014^CT Head (Research)
6819|CT|ZCRCTR0107|OT|ZCRCTR019^CT Lumbar Puncture - AbbVie M1
7127|CT|ZCRCTR0108|OT|ZCRCTR016^CT Chest/Abdo/Pelvis - Harmony
6740|CT|ZCRCTR02  |OT|ZCRCTR021^CT Chest,Abdo,Pelvis-Javelin B
6774|CT|ZCRCTR0201|OT|ZCRCTR020^CT Neck,Chest,Abdo,Pelvis - CA
6789|CT|ZCRCTR0202|OT|ZCRCTR024^CT Chest,Abdo,Pelvis-PHOCUS JX
6802|CT|ZCRCTR0203|OT|ZCRCTR027^CT Neck - ACERTA-006
6803|CT|ZCRCTR0204|OT|ZCRCTR028^CT Chest,Abdomen,Pelvis - ACER
6817|CT|ZCRCTR0205|OT|ZCRCTR026^CT Chest,Abdo,Pelvis-MK3475-02
6860|CT|ZCRCTR0206|OT|ZCRCTR029^CT Head - DYNAVAX DV3-MEL-01
6865|CT|ZCRCTR0207|OT|ZCRCTR025^CT Neck,Chest,Abdo,Pelvis - MO
7838|CT|ZCRCTR0208|OT|ZCRCTR022^CT Chest,Abdo,Pelvis-ARCHES 97
6861|CT|ZCRCTR03  |OT|ZCRCTR030^CT Chest,Abdo,Pelvis DYNAVAX D
6874|CT|ZCRCTR0301|OT|ZCRCTR037^CT Chest, Abdomen, Pelvis - CK
6886|CT|ZCRCTR0302|OT|ZCRCTR034^CT Neck
6888|CT|ZCRCTR0303|OT|ZCRCTR033^CT Neck,Chest,Abdo,Pelvis PCYC
6889|CT|ZCRCTR0304|OT|ZCRCTR031^CT Head,Chest,Abdomen,Pelvis -
6892|CT|ZCRCTR0305|OT|ZCRCTR036^CT Abdomen/Pelvis MVT-601-3201
6914|CT|ZCRCTR0306|OT|ZCRCTR039^CT Chest,Abdo,Pelvis NOX66-002
7024|CT|ZCRCTR04  |OT|ZCRCTR042^CT Neck, CAP - BGB-3111-304 St
7083|CT|ZCRCTR0401|OT|ZCRCTR049^CT Head - Novotech NSCLC Study
7093|CT|ZCRCTR0402|OT|ZCRCTR045^CT Coronary Angio (SCT)  Score
7248|CT|ZCRCTR0403|OT|ZCRCTR047^CT Neck - BGB-3111-212
7641|CT|ZCRCTR0404|OT|ZCRCTR043^CT CHEST,ABDO PELVIS - GO39942
7642|CT|ZCRCTR0405|OT|ZCRCTR044^CT NECK - GO39942 Polarix
7039|CT|ZCRCTR05  |OT|ZCRCTR051^CT Coronary Artery Scoring -Sc
7044|CT|ZCRCTR0501|OT|ZCRCTR050^CT CHEST ABDOMEN AND PELVIS
7123|CT|ZCRCTR0502|OT|ZCRCTR052^CT Neck & CAP - M14-729 Study
7144|CT|ZCRCTR0503|OT|ZCRCTR059^CT Neck, CAP BGB-311-305 Study
7157|CT|ZCRCTR0504|OT|ZCRCTR057^CT CAP - BMS CA209-8FC Study
7168|CT|ZCRCTR0505|OT|ZCRCTR055^CT CAP - MK7902-002 Study
7182|CT|ZCRCTR0506|OT|ZCRCTR053^CT CAP - Athena Clovis Study
7195|CT|ZCRCTR0507|OT|ZCRCTR054^CT CAP - CTDNZ-08 (Dynamic III
7210|CT|ZCRCTR0508|OT|ZCRCTR056^CT CAP - C3440121 Study
7152|CT|ZCRCTR06  |OT|ZCRCTR060^CT Chest -  Galapagos Isabela
7158|CT|ZCRCTR0601|OT|ZCRCTR061^CT CAP - CStone Study
7181|CT|ZCRCTR0602|OT|ZCRCTR065^CT Chest - Silicosis Screening
7204|CT|ZCRCTR0603|OT|ZCRCTR064^CT CAP  MK- 3475-641 Study
7268|CT|ZCRCTR0604|OT|ZCRCTR062^CT Lumbar Puncture M15-570 Stu
7272|CT|ZCRCTR0605|OT|ZCRCTR069^CT CAP CA017-078-0089 Study
7294|CT|ZCRCTR0606|OT|ZCRCTR067^CT CAP BGB-3111-306 Study
7274|CT|ZCRCTR07  |OT|ZCRCTR071^CT CAP MK-1308 Study
7306|CT|ZCRCTR0701|OT|ZCRCTR073^CT Skeletal Survey - DREAMM7 C
7363|CT|ZCRCTR0702|OT|ZCRCTR075^CT CAP - BGB-900-105 Study
7365|CT|ZCRCTR0703|OT|ZCRCTR074^CT Chest - Astra Zeneca Study
7369|CT|ZCRCTR0704|OT|ZCRCTR072^CT CAP BGB-3111-212 Study
7443|CT|ZCRCTR0705|OT|ZCRCTR070^CT Chest SPARTA OLE Study
7459|CT|ZCRCTR0706|OT|ZCRCTR078^CT Lumbar Puncture - ALECTOR A
7512|CT|ZCRCTR0707|OT|ZCRCTR076^CT Chest, Abdo & Pelvis - YO42
7454|CT|ZCRCTR08  |OT|ZCRCTR087^CT Chest, Abdomen and Pelvis (
7465|CT|ZCRCTR0801|OT|ZCRCTR080^CT Chest, Abdomen, Pelvis - BA
7474|CT|ZCRCTR0802|OT|ZCRCTR082^CT Whole Body - Sanofi EFC1599
7513|CT|ZCRCTR0803|OT|ZCRCTR089^CT Chest - ASPEN (RO20271) Stu
7515|CT|ZCRCTR0804|OT|ZCRCTR081^CT Intradiscal Inj - Persica 0
7458|CT|ZCRCTR09  |OT|ZCRCTR094^CT GUIDED LUNG BIOPSY (BGB-900
7471|CT|ZCRCTR0901|OT|ZCRCTR093^CT CHEST, ABDO & PELVIS - PIVO
7484|CT|ZCRCTR0902|OT|ZCRCTR092^CT CHEST - Encore (INS-416) St
7516|CT|ZCRCTR0903|OT|ZCRCTR095^CT CAP - Skyscraper Study (BO4
7539|CT|ZCRCTR0904|OT|ZCRCTR090^CT Chest, Abdo & Pelvis-Holly
7478|CT|ZCRCTR10  |OT|ZCRCTR100^CT CARDIAC (Passivate U111-126
7505|CT|ZCRCTR1001|OT|ZCRCTR105^CT Chest, Abdo, Pelvis - Scope
7610|CT|ZCRCTR1002|OT|ZCRCTR106^CT Chest - Pliant PLN-74809-IP
8005|CT|ZCRCTR1003|OT|ZCRCTR1001^CT NCAP - BGB-11417-301 (CDHB
8090|CT|ZCRCTR1004|OT|ZCRCTR1037^CT NCAP (BGB-3111-LTE1
8821|CT|ZCRCTR1005|OT|ZCRCTR1044^CT CAP - OMAHA-004
8880|CT|ZCRCTR1006|OT|ZCRCTR1018^CT CAP (Complex) CO44668 (IMB
7527|CT|ZCRCTR11  |OT|ZCRCTR111^CT Chest, Abdo, Pelvis - Willo
7537|CT|ZCRCTR1101|OT|ZCRCTR112^CT NECK - Willow YH003004
7578|CT|ZCRCTR1102|OT|ZCRCTR114^CT Chest Abdo Pelvis-Zora (MT-
7651|CT|ZCRCTR1103|OT|ZCRCTR117^CT NCAP - LOXO-BTK (20023)
7736|CT|ZCRCTR12  |OT|ZCRCTR121^CT NCAP - KeyVibe 10 (MK-7684A
7749|CT|ZCRCTR1201|OT|ZCRCTR122^CT Chest, Abdomen, Pelvis - Ma
7780|CT|ZCRCTR1202|OT|ZCRCTR120^CT Chest - Teton2 (RO22097)
7826|CT|ZCRCTR1203|OT|ZCRCTR126^CT Chest - SPAR Study
7827|CT|ZCRCTR1204|OT|ZCRCTR127^CT Chest & Neck (ECHO CM001001
7944|CT|ZCRCTR1205|OT|ZCRCTR128^CT Chest - Moonscape (RO23055)
8394|CT|ZCRCTR1206|OT|ZCRCTR1202^CT HR Chest - AP01-007
9022|CT|ZCRCTR1207|OT|ZCRCTR1254^CT Chest - AER-01-002
7835|CT|ZCRCTR13  |OT|ZCRCTR131^CT Multiphase Liver - CO44668
7836|CT|ZCRCTR1301|OT|ZCRCTR132^CT CAP - CO44668 (IMBRAVE152)
7837|CT|ZCRCTR1302|OT|ZCRCTR133^CT Head - CO44668 (IMBRAVE152)
7858|CT|ZCRCTR1303|OT|ZCRCTR135^CT CARDIAC TAVI (ALLIANCE)
7860|CT|ZCRCTR1304|OT|ZCRCTR136^CT Skeletal Survey - Genmab (G
7985|CT|ZCRCTR1305|OT|ZCRCTR137^CT Cardiac TAVI (Edwards 12F S
8052|CT|ZCRCTR1306|OT|ZCRCTR139^CT Chest - BEACON IPF (RO23226
8079|CT|ZCRCTR1307|OT|ZCRCTR138^CT CAP - KeyVibe 10 (MK-7684A-
7231|CT|ZCRCTR32  |OT|ZCRCTR320^CT CAP (in C+) - Checkpoint St
8925|CT|ZCRCTR68  |OT|ZCRCTR689^CT CAP - OMAHA-003
7348|CT|ZCRCTR92  |OT|ZCRCTR925^CT Research Additional Area
6344|CT|ZCRCTS10  |OT|ZCRCTS100^CT Cervical Spine
6464|CT|ZCRCTS1001|OT|ZCRCTS100A^CT Cervical Spine (Additional
6349|CT|ZCRCTS11  |OT|ZCRCTS110^CT Thoracic Spine
6478|CT|ZCRCTS1101|OT|ZCRCTS110A^CT Thoracic Spine (Additional
6369|CT|ZCRCTS12  |OT|ZCRCTS120^CT Lumbar Spine
6398|CT|ZCRCTS1201|OT|ZCRCTS120A^CT Lumbar Spine (Additional R
6359|CT|ZCRCTS13  |OT|ZCRCTS130^CT Sacrum
6786|CT|ZCRCTS1301|OT|ZCRCTS130A^CT Sacrum (Additional Region)
6835|CT|ZCRCTS20  |OT|ZCRCTS200^Limited CT Spine
8754|CT|ZCRCTS4001|OT|ZCRCTS400A^CT Spine Cervical (secondary)
8672|CT|ZCRCTS41  |OT|ZCRCTS410^CT Spine Thoracic
8528|CT|ZCRCTS4201|OT|ZCRCTS420A^CT Spine Lumbar (secondary)
8674|CT|ZCRCTS43  |OT|ZCRCTS430^CT Spine Sacrum Coccyx
6364|CT|ZCRCTS81  |OT|ZCRCTS812^CT Discogram
6422|CT|ZCRCTS8101|OT|ZCRCTS813^CT Spine Limited (Discogram On
6447|CT|ZCRCTS8102|OT|ZCRCTS811^CT Guided Thoracic or Lumbar I
6463|CT|ZCRCTS85  |OT|ZCRCTS850^CT Guided Injection Cervical S
6473|CT|ZCRCTS8501|OT|ZCRCTS852^CT Injection Thoracic and Lumb
6475|CT|ZCRCTS8502|OT|ZCRCTS851^CT Guided Facet Inj Cervical S
6488|CT|ZCRCTS8503|OT|ZCRCTS852A^CT Injn Thoracic & Lumbar Spi
7003|CT|ZCRCTS8504|OT|ZCRCTS850A^CT Guided Nerve Root Inj Cerv
7452|CT|ZCRCTS8505|OT|ZCRCTS851A^CT Guided Facet Inj Cervical
6347|CT|ZCRCTU10  |OT|ZCRCTU100^CT Shoulder/Inc Thoracic Outle
6444|CT|ZCRCTU1001|OT|ZCRCTU100A^CT Shoulder/Inc Thoracic Outl
6511|CT|ZCRCTU1002|OT|ZCRCTU101^CT Sterno-clavicular joints
6409|CT|ZCRCTU11  |OT|ZCRCTU110^CT Upper Arm
7030|CT|ZCRCTU1101|OT|ZCRCTU110A^CT Upper Arm (Additional Regi
6356|CT|ZCRCTU12  |OT|ZCRCTU120^CT Elbow
6565|CT|ZCRCTU1201|OT|ZCRCTU120A^CT Elbow (Additional Region)
6391|CT|ZCRCTU13  |OT|ZCRCTU130^CT Forearm
6493|CT|ZCRCTU1301|OT|ZCRCTU130A^CT Forearm (Additional Region
6351|CT|ZCRCTU14  |OT|ZCRCTU140^CT Wrist
6372|CT|ZCRCTU1401|OT|ZCRCTU145^CT Hand
6442|CT|ZCRCTU1402|OT|ZCRCTU145A^CT Hand (Additional Region)
6515|CT|ZCRCTU1403|OT|ZCRCTU140A^CT Wrist (Additional Region)
8526|CT|ZCRCTU20  |OT|ZCRCTU200^CT Shoulder
8529|CT|ZCRCTU2001|OT|ZCRCTU200A^CT Shoulder (secondary)
8527|CT|ZCRCTU21  |OT|ZCRCTU210^CT Humerus
8658|CT|ZCRCTU22  |OT|ZCRCTU220^CT Elbow
8822|CT|ZCRCTU2201|OT|ZCRCTU220A^CT Elbow (secondary)
8584|CT|ZCRCTU23  |OT|ZCRCTU230^CT Forearm
8739|CT|ZCRCTU2301|OT|ZCRCTU230A^CT Forearm (secondary)
8516|CT|ZCRCTU24  |OT|ZCRCTU240^CT Wrist
8786|CT|ZCRCTU2401|OT|ZCRCTU240A^CT Wrist (secondary)
8573|CT|ZCRCTU25  |OT|ZCRCTU250^CT Hand or Finger
8926|CT|ZCRCTU2501|OT|ZCRCTU250A^CT Hand or Finger (secondary)
6396|CT|ZCRCTV10  |OT|ZCRCTV100^CT Angio Head
7744|CT|ZCRCTV1001|OT|ZCRCTV105^CT Angiography Unspecified (AC
6401|CT|ZCRCTV11  |OT|ZCRCTV110^CT Angio Head/Neck
6567|CT|ZCRCTV1101|OT|ZCRCTV115^CT Angiogram - Carotids
6412|CT|ZCRCTV12  |OT|ZCRCTV120^CT Angio Chest
6480|CT|ZCRCTV1201|OT|ZCRCTV125^CT Angiogram - Upper Limb
6448|CT|ZCRCTV13  |OT|ZCRCTV130^CT Angio-Thoracic & Abdominal
6395|CT|ZCRCTV14  |OT|ZCRCTV140^CT Angio Abdomen
6355|CT|ZCRCTV17  |OT|ZCRCTV170^CT Leg Run Off
6374|CT|ZCRCTV19  |OT|ZCRCTV190^CT Pulmonary Angio
8701|CT|ZCRCTV65  |OT|ZCRCTV651^CT Angiogram Head COW
8705|CT|ZCRCTV6501|OT|ZCRCTV652^CT Head Venogram
8790|CT|ZCRCTV6502|OT|ZCRCTV655^CT Angiogram Carotids
8462|CT|ZCRCTV66  |OT|ZCRCTV661^CT Angiogram Coronary Arteries
8562|CT|ZCRCTV6601|OT|ZCRCTV663^CT Coronary Calcium Score
8618|CT|ZCRCTV6602|OT|ZCRCTV667^CT Angiogram Chest TAVI
8630|CT|ZCRCTV6603|OT|ZCRCTV668^CT Angiogram Chest TAVI w Coro
8681|CT|ZCRCTV6604|OT|ZCRCTV664^CT Angiogram Chest Pulmonary A
8720|CT|ZCRCTV6605|OT|ZCRCTV665^CT Angiogram Chest Pulmonary V
8792|CT|ZCRCTV6606|OT|ZCRCTV662^CT Angiogram Coronary Veins
8487|CT|ZCRCTV67  |OT|ZCRCTV671^CT Angiogram Aorta Thoracic
8724|CT|ZCRCTV6701|OT|ZCRCTV673^CT Angiogram Aorta / AAA
8897|CT|ZCRCTV6702|OT|ZCRCTV672^CT Angiogram Aorta Thoracic Ab
8707|CT|ZCRCTV68  |OT|ZCRCTV681^CT Angiogram Abdomen Bleed
8789|CT|ZCRCTV6801|OT|ZCRCTV683^CT Angiogram Renal Artery
8828|CT|ZCRCTV6802|OT|ZCRCTV682^CT Angiogram Abdomen Ischaemia
9033|CT|ZCRCTV6803|OT|ZCRCTV680^CT Angiogram Abdomen DIEA
8651|CT|ZCRCTV69  |OT|ZCRCTV691^CT Angiogram Lower Limbs
6990|CT|ZCRCTZ10  |OT|ZCRCTZ105^CT CONTRAST STANDARD (50ML)
7233|CT|ZCRCTZ12  |OT|ZCRCTZ120^CT CONTRAST STANDARD (50ML REN
6400|CT|ZCRCTZ18  |OT|ZCRCTZ180^CT Extremity
6877|CT|ZCRCTZ1801|OT|ZCRCTZ181^CT Extremity Rotational Profil
6431|CT|ZCRCTZ21  |OT|ZCRCTZ211^CT Veterinary Post Contrast, O
6352|CT|ZCRCTZ35  |OT|ZCRCTZ355^CT Other Regions
6522|CT|ZCRCTZ3501|OT|ZCRCTZ355A^CT Other Regions (Additional
6536|CT|ZCRCTZ3502|OT|ZCRCTZ356^CT Additional Region
7277|CT|ZCRCTZ41  |OT|ZCRCTZ410A^CT Additional 3D Recon (Addit
7366|CT|ZCRCTZ4101|OT|ZCRCTZ410^CT Additional 3D Reconstructio
6462|CT|ZCRCTZ82  |OT|ZCRCTZ820^CT Guided Biopsy
6507|CT|ZCRCTZ83  |OT|ZCRCTZ830^CT Guided FNA
7188|CT|ZCRCTZ8301|OT|ZCRCTZ831^CT Percutaneous ICG Injection
6345|CT|ZCRCTZ85  |OT|ZCRCTZ850^CT Guided Injection
6393|CT|ZCRCTZ8501|OT|ZCRCTZ850A^CT Guided Injection (Addition
6890|CT|ZCRCTZ8502|OT|ZCRCTZ852^CT Guided Therapeutic Injn Sof
6910|CT|ZCRCTZ8503|OT|ZCRCTZ853^CT Percutaneous Drainage
7183|CT|ZCRCTZ8504|OT|ZCRCTZ854^CT  Basivertebral Ablation
7184|CT|ZCRCTZ8505|OT|ZCRCTZ855^CT Guided Lumbar Sympathectomy
7347|CT|ZCRCTZ8506|OT|ZCRCTZ857^MSK Tumour Ablation (non-spine
7455|CT|ZCRCTZ8507|OT|ZCRCTZ859^CT Tumour Ablation (non-spine,
7517|CT|ZCRCTZ8508|OT|ZCRCTZ856^CT Vertebroplasty
7525|CT|ZCRCTZ8509|OT|ZCRCTZ851^CT Guided Coil Insertion
6421|CT|ZCRCTZ86  |OT|ZCRCTZ860^CT Arthrogram
6451|CT|ZCRCTZ87  |OT|ZCRCTZ870^CT BONE BIOPSY PROCEDURE
6452|CT|ZCRCTZ8701|OT|ZCRCTZ871^Bone Biopsy Disposables
6724|CT|ZCRCTZ92  |OT|ZCRCTZ920^CT Images Transferred to PACS
6749|CT|ZCRCTZ9201|OT|ZCRCTZ925^CT IN ADDITION & NOT CHARGED
6872|CT|ZCRCTZ9202|OT|ZCRCTZ926^CT Coronary Angiogram
7774|CT|ZCRCTZ9203|OT|ZCRCTZ921^Arthrogram pre MRI
6734|CT|ZCRCTZ99  |OT|ZCRCTZ990^No Imaging Performed - CT
8564|CT|ZCRCTZ9901|OT|ZCRCTZ999^CT images imported into PACS
8731|CT|ZCRCTZ9902|OT|ZCRCTZ995^CT in addition (not charged)
6812|CT|ZCRK103   |OT|ZCRK103^CT Radiologist Research Report F
6487|CT|ZCRK104   |OT|ZCRK104^ICAT FOR REORTING
6549|CT|ZCRK105   |OT|"ZCRK105^""Third Party"" Archiving Only Not"
7193|CT|ZCRK108   |OT|ZCRK108^MK - Initial Consultation
7305|CT|ZCRK109   |OT|ZCRK109^MK - Follow Up Consultation
7038|CT|ZCRK112   |OT|ZCRK112^Cryo Ablation Machine,Technician
3269|CT|ZCRK32    |OT|ZCRK32^Cone Beam Report
3391|CT|ZCRK38    |OT|ZCRK38^Film Reading Fee - CT
3275|CT|ZCRK42    |OT|ZCRK42^Contract Reporting - Methven
3222|CT|ZCRP10    |OT|ZCRP10^SODIUM FLUORIDE INJECTION
3233|CT|ZCRP11    |OT|ZCRP11^WHOLE BODY CT
3177|CT|ZCRP12    |OT|ZCRP12^Sodium Fluoride CT Bone Scan
